DBN,Name,Borough,District,attd
30Q017,P.S. 017 Henry David Thoreau,Queens,30,92.7%
30Q069,P.S. 069 Jackson Heights,Queens,30,95.3%
30Q070,P.S. 070,Queens,30,94.0%
30Q076,P.S. 076 William Hallet,Queens,30,91.4%
30Q078,P.S./I.S. 78Q,Queens,30,94.4%
30Q084,P.S. 084 Steinway,Queens,30,93.2%
30Q085,P.S. 085 Judge Charles Vallone,Queens,30,94.1%
30Q092,P.S. 092 Harry T. Stewart Sr.,Queens,30,95.6%
30Q111,P.S. 111 Jacob Blackwell,Queens,30,89.4%
30Q112,P.S. 112 Dutch Kills,Queens,30,90.6%
30Q122,P.S. 122 Mamie Fay,Queens,30,95.3%
30Q126,Albert Shanker School for Visual and Performing Ar,Queens,30,93.2%
30Q127,P.S. 127 Aerospace Science Magnet School,Queens,30,93.0%
30Q141,I.S. 141 The Steinway,Queens,30,95.0%
30Q145,I.S. 145 Joseph Pulitzer,Queens,30,95.2%
30Q148,P.S. 148 Queens,Queens,30,94.5%
30Q149,P.S. 149 Christa Mcauliffe,Queens,30,95.3%
30Q150,P.S. 150 Queens,Queens,30,94.5%
30Q151,P.S. 151 Mary D. Carter,Queens,30,93.3%
30Q152,P.S. 152 Gwendoline N. Alleyne School,Queens,30,95.4%
30Q166,P.S. 166 Henry Gradstein,Queens,30,95.2%
30Q171,P.S. 171 Peter G. Van Alst,Queens,30,90.3%
30Q204,I.S. 204 Oliver W. Holmes,Queens,30,92.5%
30Q212,P.S. 212,Queens,30,94.8%
30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,Queens,30,92.8%
30Q227,I.S. 227 Louis Armstrong,Queens,30,96.0%
30Q228,The Ivan Lafayette Early Childhood School of the A,Queens,30,94.1%
30Q230,I.S. 230,Queens,30,95.2%
30Q234,P.S. 234,Queens,30,93.8%
30Q235,Academy for New Americans,Queens,30,95.2%
30Q258,Energy Tech High School,Queens,30,91.2%
30Q280,P.S. 280,Queens,30,94.9%
30Q286,"Young Women's Leadership School, Astoria",Queens,30,94.6%
30Q291,Hunters Point Community Middle School,Queens,30,95.5%
30Q300,The 30th Avenue School (G&T Citywide),Queens,30,96.7%
30Q301,Academy for Careers in Television and Film,Queens,30,93.4%
30Q329,East Elmhurst Community School,Queens,30,94.3%
30Q361,The Woodside Community School,Queens,30,94.8%
30Q384,P.S. 384,Queens,30,91.2%
30Q445,William Cullen Bryant High School,Queens,30,88.0%
30Q450,Long Island City High School,Queens,30,87.8%
30Q501,Frank Sinatra School of the Arts High School,Queens,30,92.6%
30Q502,Information Technology High School,Queens,30,88.4%
30Q555,Newcomers High School,Queens,30,88.9%
30Q575,Academy of American Studies,Queens,30,92.7%
30Q580,Baccalaureate School for Global Education,Queens,30,96.8%
31R001,P.S. 001 Tottenville,Staten Island,31,93.2%
31R002,I.S. R002 George L. Egbert,Staten Island,31,93.0%
31R003,P.S. 003 The Margaret Gioiosa School,Staten Island,31,94.8%
31R004,P.S. 004 Maurice Wollin,Staten Island,31,94.1%
31R005,P.S. 005 Huguenot,Staten Island,31,95.0%
31R006,P.S. 6 Corporal Allan F. Kivlehan School,Staten Island,31,94.0%
31R007,I.S. 007 Elias Bernstein,Staten Island,31,93.9%
31R008,P.S. 8 Shirlee Solomon,Staten Island,31,94.4%
31R009,Naples Street Elementary School,Staten Island,31,95.8%
31R010,Fort Hill Collaborative Elementary School,Staten Island,31,89.9%
31R011,P.S. 11 Thomas Dongan School,Staten Island,31,93.4%
31R013,P.S. 013 M. L. Lindemeyer,Staten Island,31,93.5%
31R016,P.S. 016 John J. Driscoll,Staten Island,31,90.3%
31R018,P.S. 018 John G. Whittier,Staten Island,31,89.6%
31R019,P.S. 019 The Curtis School,Staten Island,31,91.8%
31R020,P.S. 020 Port Richmond,Staten Island,31,92.8%
31R021,P.S. 21 Margaret Emery-Elm Park,Staten Island,31,90.4%
31R022,P.S. 022 Graniteville,Staten Island,31,91.9%
31R023,P.S. 023 Richmondtown,Staten Island,31,95.0%
31R024,I.S. 024 Myra S. Barnes,Staten Island,31,94.5%
31R026,P.S. 026 The Carteret School,Staten Island,31,94.0%
31R027,I.S. 027 Anning S. Prall,Staten Island,31,91.3%
31R028,The Eagle Academy for Young Men of Staten Island,Staten Island,31,90.3%
31R029,P.S. 029 Bardwell,Staten Island,31,94.8%
31R030,P.S. 030 Westerleigh,Staten Island,31,94.2%
31R031,P.S. 031 William T. Davis,Staten Island,31,89.7%
31R032,P.S. 032 The Gifford School,Staten Island,31,93.7%
31R034,I.S. 034 Tottenville,Staten Island,31,93.4%
31R035,P.S. 35 The Clove Valley School,Staten Island,31,95.2%
31R036,P.S. 036 J. C. Drumgoole,Staten Island,31,94.9%
31R038,P.S. 038 George Cromwell,Staten Island,31,93.7%
31R039,P.S. 39 Francis J. Murphy Jr.,Staten Island,31,92.3%
31R041,The Stephanie A. Vierno School,Staten Island,31,94.1%
31R042,P.S. 042 Eltingville,Staten Island,31,94.6%
31R044,P.S. 044 Thomas C. Brown,Staten Island,31,89.0%
31R045,P.S. 045 John Tyler,Staten Island,31,93.0%
31R046,P.S. 046 Albert V. Maniscalco,Staten Island,31,91.9%
31R047,CSI High School for International Studies,Staten Island,31,95.1%
31R048,P.S. 048 William G. Wilcox,Staten Island,31,95.0%
31R049,I.S. 49 Berta A. Dreyfus,Staten Island,31,91.1%
31R050,P.S. 050 Frank Hankinson,Staten Island,31,94.2%
31R051,I.S. 051 Edwin Markham,Staten Island,31,90.3%
31R052,P.S. 052 John C. Thompson,Staten Island,31,94.5%
31R053,The Barbara Esselborn School,Staten Island,31,94.3%
31R054,P.S. 054 Charles W. Leng,Staten Island,31,94.1%
31R055,P.S. 055 Henry M. Boehm,Staten Island,31,94.1%
31R056,P.S. 56 The Louis Desario School,Staten Island,31,94.7%
31R057,P.S. 057 Hubert H. Humphrey,Staten Island,31,90.8%
31R058,Space Shuttle Columbia School,Staten Island,31,93.6%
31R059,The Harbor View School,Staten Island,31,93.6%
31R060,P.S. 060 Alice Austen,Staten Island,31,93.7%
31R061,I.S. 061 William A Morris,Staten Island,31,90.5%
31R062,The Kathleen Grimm School for Leadership and Susta,Staten Island,31,94.3%
31R063,Marsh Avenue School for Expeditionary Learning,Staten Island,31,95.2%
31R064,Gaynor McCown Expeditionary Learning School,Staten Island,31,91.9%
31R065,P.S. 65 The Academy of Innovative Learning,Staten Island,31,94.5%
31R068,Port Richmond School for Visionary Learning,Staten Island,31,91.6%
31R069,P.S. 069 Daniel D. Tompkins,Staten Island,31,95.0%
31R072,I.S. 072 Rocco Laurie,Staten Island,31,93.9%
31R074,P.S. 74 Future Leaders Elementary School,Staten Island,31,88.5%
31R075,I.S. 075 Frank D. Paulo,Staten Island,31,94.6%
31R078,P.S. 78,Staten Island,31,89.9%
31R080,The Michael J. Petrides School,Staten Island,31,93.4%
31R440,New Dorp High School,Staten Island,31,91.3%
31R445,Port Richmond High School,Staten Island,31,84.4%
31R450,Curtis High School,Staten Island,31,86.4%
31R455,Tottenville High School,Staten Island,31,91.9%
31R460,Susan E. Wagner High School,Staten Island,31,91.2%
31R470,Concord High School,Staten Island,31,61.4%
31R600,Ralph R. McKee Career and Technical Education High,Staten Island,31,84.4%
31R605,Staten Island Technical High School,Staten Island,31,96.4%
31R861,Staten Island School of Civic Leadership,Staten Island,31,93.1%
32K045,P.S./I.S. 045 Horace E. Greene,Brooklyn,32,92.0%
32K075,P.S. 075 Mayda Cortiella,Brooklyn,32,89.1%
32K086,P.S. 086 The Irvington,Brooklyn,32,94.2%
32K106,P.S. 106 Edward Everett Hale,Brooklyn,32,90.7%
32K116,P.S. 116 Elizabeth L Farrell,Brooklyn,32,92.5%
32K123,P.S. 123 Suydam,Brooklyn,32,94.1%
32K145,P.S. 145 Andrew Jackson,Brooklyn,32,93.1%
32K151,P.S. 151 Lyndon B. Johnson,Brooklyn,32,94.3%
32K162,J.H.S. 162 The Willoughby,Brooklyn,32,92.5%
32K168,The Brooklyn School for Math and Research,Brooklyn,32,90.3%
32K274,P.S. 274 Kosciusko,Brooklyn,32,91.7%
32K291,J.H.S. 291 Roland Hayes,Brooklyn,32,89.6%
32K299,P.S. 299 Thomas Warren Field,Brooklyn,32,92.6%
32K347,I.S. 347 School of Humanities,Brooklyn,32,91.2%
32K349,"I.S. 349 Math, Science & Tech.",Brooklyn,32,92.5%
32K376,P.S. 376,Brooklyn,32,94.2%
32K377,P.S. 377 Alejandrina B. De Gautier,Brooklyn,32,91.3%
32K383,J.H.S. 383 Philippa Schuyler,Brooklyn,32,94.5%
32K384,P.S. /I.S. 384 Frances E. Carter,Brooklyn,32,91.5%
32K403,Academy for Environmental Leadership,Brooklyn,32,83.8%
32K545,EBC High School for Public Service - Bushwick,Brooklyn,32,83.0%
32K549,The Brooklyn School for Social Justice,Brooklyn,32,79.1%
32K552,The Academy of Urban Planning and Engineering,Brooklyn,32,90.5%
32K554,All City Leadership Secondary School,Brooklyn,32,95.4%
32K556,Bushwick Leaders High School for Academic Excellen,Brooklyn,32,83.2%
32K562,Evergreen Middle School for Urban Exploration,Brooklyn,32,94.9%
32K564,Bushwick Community High School,Brooklyn,32,59.8%
75K004,P.S. K004,Brooklyn,75,86.9%
75K036,P.S. 36,Brooklyn,75,83.8%
75K053,P.S. K053,Brooklyn,75,87.5%
75K077,P.S. K077,Brooklyn,75,90.6%
75K140,P.S. K140,Brooklyn,75,85.7%
75K141,P.S. K141,Brooklyn,75,83.5%
75K231,P.S. K231,Brooklyn,75,89.4%
75K368,P.S. 368,Brooklyn,75,78.9%
75K369,P.S. K369 - Coy L. Cox School,Brooklyn,75,85.6%
75K370,P.S. 370,Brooklyn,75,89.1%
75K371,P.S. 371 - Lillian L. Rashkis,Brooklyn,75,70.4%
75K372,P.S. 372 -The Children's School,Brooklyn,75,94.0%
75K373,P.S. 373 - Brooklyn Transition Center,Brooklyn,75,82.8%
75K396,P.S. K396,Brooklyn,75,84.9%
75K721,P.S. K721 - Brooklyn Occupational Training Center,Brooklyn,75,84.2%
75K753,P.S. K753 - School for Career Development,Brooklyn,75,64.9%
75K771,P.S. K771,Brooklyn,75,86.4%
75K811,P.S. K811 Connie Lekas School,Brooklyn,75,82.7%
75M079,P.S. M079 - Horan School,Manhattan,75,75.4%
75M094,P.S. M094,Manhattan,75,87.4%
75M138,P.S. 138,Manhattan,75,82.7%
75M169,P.S. M169 - Robert F. Kennedy,Manhattan,75,85.3%
75M226,P.S. M226,Manhattan,75,87.9%
75M721,P.S. M721 - Manhattan Occupational Training Center,Manhattan,75,85.2%
75M751,Manhattan School for Career Development,Manhattan,75,74.8%
75M811,P.S. M811 - Mickey Mantle School,Manhattan,75,85.4%
75Q004,P.S. Q004,Queens,75,91.0%
75Q009,P.S. 009,Queens,75,85.9%
75Q075,Robert E. Peary School,Queens,75,87.5%
75Q177,P.S. Q177,Queens,75,89.2%
75Q224,P.S. Q224,Queens,75,89.4%
75Q233,P.S. Q233,Queens,75,87.6%
75Q255,P.S. Q255,Queens,75,92.0%
75Q277,The Riverview School,Queens,75,89.1%
75Q721,John F. Kennedy Jr. School,Queens,75,84.4%
75Q752,Queens Transition Center,Queens,75,73.0%
75Q811,P.S. Q811,Queens,75,87.3%
75Q993,P.S. Q993,Queens,75,87.5%
75R025,South Richmond High School I.S./P.S. 25,Staten Island,75,79.0%
75R037,The David Marquis School of the Arts,Staten Island,75,88.6%
75R373,P.S. R373,Staten Island,75,89.4%
75R721,The Richard H. Hungerford School,Staten Island,75,86.7%
75X010,P.S. X010,Bronx,75,84.8%
75X012,P.S. X012 Lewis and Clark School,Bronx,75,83.5%
75X017,P.S. X017,Bronx,75,86.0%
75X168,P.S. 168,Bronx,75,85.3%
75X176,P.S. X176,Bronx,75,89.6%
75X186,P186X Walter J. Damrosch School,Bronx,75,82.6%
75X188,P.S. X188,Bronx,75,86.5%
75X352,The Vida Bogart School for All Children,Bronx,75,85.5%
75X469,P469X - The Bronx School for Continuous Learners,Bronx,75,85.9%
75X596,P.S. X596,Bronx,75,90.8%
75X721,P.S. X721 - Stephen McSweeney School,Bronx,75,84.6%
75X754,J. M. Rapport School Career Development,Bronx,75,60.8%
75X811,P.S. X811,Bronx,75,83.3%
79M331,JUDITH S. KAYE SCHOOL - D79,Manhattan,79,41.5%
79Q344,East River Academy,Queens,79,32.4%
79X695,Passages Academy,Bronx,79,76.0%
