DBN,Name,Borough,District,attd
10X009,P.S. 9 Ryer Avenue Elementary School,Bronx,10,90.2%
10X015,P.S. X015 Institute for Environmental Learning,Bronx,10,93.7%
10X020,"PS/MS 20 P.O.George J. Werdann, III",Bronx,10,90.8%
10X023,P.S. 023 The New Children's School,Bronx,10,89.6%
10X024,P.S. 024 Spuyten Duyvil,Bronx,10,95.2%
10X032,P.S. 032 Belmont,Bronx,10,90.5%
10X033,P.S. 033 Timothy Dwight,Bronx,10,90.2%
10X037,P.S. X037 - Multiple Intelligence School,Bronx,10,89.9%
10X045,Thomas C. Giordano Middle School 45,Bronx,10,90.4%
10X046,P.S. 046 Edgar Allan Poe,Bronx,10,90.8%
10X051,P.S. 051 Bronx New School,Bronx,10,92.4%
10X054,P.S./I.S. 54,Bronx,10,93.4%
10X056,P.S. 056 Norwood Heights,Bronx,10,92.8%
10X059,P.S. 059 The Community School of Technology,Bronx,10,89.8%
10X077,Bedford Park Elementary School,Bronx,10,92.1%
10X080,J.H.S. 080 The Mosholu Parkway,Bronx,10,92.8%
10X081,P.S. 081 Robert J. Christen,Bronx,10,93.4%
10X085,P.S. 085 Great Expectations,Bronx,10,91.9%
10X086,P.S. 086 Kingsbridge Heights,Bronx,10,92.7%
10X091,P.S. 091 Bronx,Bronx,10,91.4%
10X094,P.S. 094 Kings College School,Bronx,10,90.6%
10X095,P.S. 095 Sheila Mencher,Bronx,10,91.1%
10X118,J.H.S. 118 William W. Niles,Bronx,10,91.2%
10X141,Riverdale / Kingsbridge Academy (Middle School / H,Bronx,10,93.6%
10X159,P.S. 159 Luis Munoz Marin Biling,Bronx,10,91.0%
10X205,P.S. 205 Fiorello LaGuardia,Bronx,10,92.3%
10X206,I.S. 206 Ann Mersereau,Bronx,10,90.4%
10X207,P.S. 207,Bronx,10,90.8%
10X209,P.S. 209,Bronx,10,93.7%
10X213,Bronx Engineering and Technology Academy,Bronx,10,79.0%
10X225,Theatre Arts Production Company School,Bronx,10,87.2%
10X226,P.S. 226,Bronx,10,93.6%
10X228,Jonas Bronck Academy,Bronx,10,98.2%
10X237,"The Marie Curie School for Medicine, Nursing, and",Bronx,10,79.3%
10X243,West Bronx Academy for the Future,Bronx,10,89.5%
10X244,The New School for Leadership and Journalism,Bronx,10,92.5%
10X246,P.S. 246 Poe Center,Bronx,10,91.7%
10X254,I.S. 254,Bronx,10,91.5%
10X264,Bronx Academy for Software Engineering (BASE),Bronx,10,85.0%
10X268,Kingsbridge International High School,Bronx,10,85.3%
28Q196,P.S. 196 Grand Central Parkway,Queens,28,95.8%
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",Bronx,10,93.6%
10X280,P.S./M.S. 280 Mosholu Parkway,Bronx,10,91.8%
10X284,Bronx School of Law and Finance,Bronx,10,78.4%
10X291,P.S. 291,Bronx,10,91.0%
10X306,P.S. 306,Bronx,10,92.2%
10X307,Luisa Pineiro Fuentes School of Science and Discov,Bronx,10,94.9%
10X308,Bronx Dance Academy School,Bronx,10,92.8%
10X310,P.S. 310 Marble Hill,Bronx,10,92.8%
10X315,P.S. 315 Lab School,Bronx,10,92.6%
10X319,Providing Urban Learners Success In Education High,Bronx,10,68.6%
10X331,The Bronx School of Young Leaders,Bronx,10,94.2%
10X340,P.S. 340,Bronx,10,91.4%
10X342,International School for Liberal Arts,Bronx,10,92.1%
10X344,Ampark Neighborhood,Bronx,10,94.0%
10X351,Bronx Collaborative High School,Bronx,10,76.1%
10X353,World View High School,Bronx,10,91.4%
10X360,P.S. 360,Bronx,10,90.4%
10X363,Academy For Personal Leadership And Excellence,Bronx,10,92.9%
10X368,In-Tech Academy (M.S. / High School 368),Bronx,10,91.9%
10X374,Knowledge and Power Preparatory Academy Internatio,Bronx,10,85.1%
10X382,"Elementary School for Math, Science, and Technolog",Bronx,10,91.8%
10X386,School for Environmental Citizenship,Bronx,10,93.4%
10X390,M.S. 390,Bronx,10,95.0%
10X391,The Angelo Patri Middle School,Bronx,10,91.8%
10X396,P.S. 396,Bronx,10,94.2%
10X397,English Language Learners and International Suppor,Bronx,10,79.4%
10X433,High School for Teaching and the Professions,Bronx,10,85.0%
10X434,Belmont Preparatory High School,Bronx,10,89.1%
10X437,Fordham High School for the Arts,Bronx,10,91.3%
10X438,Fordham Leadership Academy,Bronx,10,94.3%
10X439,Bronx High School for Law and Community Service,Bronx,10,87.4%
10X440,DeWitt Clinton High School,Bronx,10,82.4%
10X442,"Celia Cruz Bronx High School of Music, The",Bronx,10,91.9%
10X445,The Bronx High School of Science,Bronx,10,96.9%
10X447,Creston Academy,Bronx,10,93.9%
10X459,East Fordham Academy for the Arts,Bronx,10,89.7%
10X477,Marble Hill High School for International Studies,Bronx,10,93.1%
10X524,Crotona International High School,Bronx,10,87.7%
10X546,Bronx Theatre High School,Bronx,10,80.6%
10X549,Discovery High School,Bronx,10,88.6%
10X565,High School for Energy and Technology,Bronx,10,83.1%
10X696,High School of American Studies at Lehman College,Bronx,10,96.3%
11X016,P.S. 016 Wakefield,Bronx,11,89.1%
11X019,P.S. 019 Judith K. Weiss,Bronx,11,94.3%
11X021,P.S. 021 Philip H. Sheridan,Bronx,11,90.5%
11X041,P.S. 041 Gun Hill Road,Bronx,11,90.6%
11X068,P.S. 068 Bronx,Bronx,11,91.9%
11X076,P.S. 076 The Bennington School,Bronx,11,91.5%
11X078,P.S. 078 Anne Hutchinson,Bronx,11,90.3%
11X083,P.S. 083 Donald Hertz,Bronx,11,94.6%
11X087,P.S. 087 Bronx,Bronx,11,92.4%
11X089,P.S. 089 Bronx,Bronx,11,92.0%
11X096,P.S. 096 Richard Rodgers,Bronx,11,91.3%
11X097,P.S. 097 Bronx,Bronx,11,93.4%
11X103,P.S. 103 Hector Fontanez,Bronx,11,89.4%
11X105,P.S. 105 Sen Abraham Bernstein,Bronx,11,91.5%
11X106,P.S. 106 Parkchester,Bronx,11,92.3%
11X108,P.S. 108 Philip J. Abinanti,Bronx,11,94.7%
11X111,P.S. 111 Seton Falls,Bronx,11,89.5%
11X112,P.S. 112 Bronxwood,Bronx,11,91.0%
11X121,P.S. 121 Throop,Bronx,11,92.1%
11X127,J.H.S. 127 The Castle Hill,Bronx,11,93.6%
11X144,J.H.S. 144 Michelangelo,Bronx,11,90.2%
11X153,P.S. 153 Helen Keller,Bronx,11,95.2%
11X160,P.S. 160 Walt Disney,Bronx,11,94.2%
11X169,Baychester Academy,Bronx,11,92.7%
11X175,P.S. 175 City Island,Bronx,11,95.2%
11X178,P.S. 178 - Dr. Selman Waksman,Bronx,11,93.1%
11X180,M.S. 180 Dr. Daniel Hale Williams,Bronx,11,94.7%
11X181,I.S. 181 Pablo Casals,Bronx,11,93.4%
11X189,Cornerstone Academy for Social Action,Bronx,11,92.0%
11X194,P.S./M.S. 194,Bronx,11,93.9%
11X249,Bronx Health Sciences High School,Bronx,11,94.2%
11X253,Bronx High School for Writing and Communication Ar,Bronx,11,84.2%
11X265,Bronx Lab School,Bronx,11,81.0%
11X270,Academy for Scholarship and Entrepreneurship: A Co,Bronx,11,83.6%
11X275,High School of Computers and Technology,Bronx,11,87.4%
11X287,North Bronx School of Empowerment,Bronx,11,89.2%
11X288,Collegiate Institute for Math and Science,Bronx,11,89.1%
11X290,Bronx Academy of Health Careers,Bronx,11,90.0%
11X299,Astor Collegiate Academy,Bronx,11,84.2%
11X326,Bronx Green Middle School,Bronx,11,91.4%
11X355,Bronx Alliance Middle School,Bronx,11,91.8%
11X357,Young Voices Academy of the Bronx,Bronx,11,93.4%
11X370,Leaders of Tomorrow,Bronx,11,91.2%
11X418,Bronx High School for the Visual Arts,Bronx,11,83.6%
11X455,Harry S Truman High School,Bronx,11,89.2%
11X462,Cornerstone Academy for Social Action Middle Schoo,Bronx,11,92.0%
11X468,Pelham Academy of Academics and Community Engageme,Bronx,11,92.4%
11X481,The STEAM Bridge School,Bronx,11,92.6%
11X483,The Matilda Avenue School,Bronx,11,90.3%
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,Bronx,11,94.4%
11X508,Bronxdale High School,Bronx,11,85.2%
11X509,High School of Language and Innovation,Bronx,11,90.0%
11X513,New World High School,Bronx,11,89.8%
11X514,The Bronxwood Preparatory Academy,Bronx,11,90.8%
11X529,One World Middle School at Edenwald,Bronx,11,92.8%
11X532,Baychester Middle School,Bronx,11,91.8%
11X542,Pelham Preparatory Academy,Bronx,11,88.7%
11X544,High School for Contemporary Arts,Bronx,11,86.0%
11X545,Bronx Aerospace High School,Bronx,11,76.1%
11X556,Bronx Park Middle School,Bronx,11,90.3%
11X566,Pelham Gardens Middle School,Bronx,11,90.5%
11X567,Linden Tree Elementary School,Bronx,11,90.9%
12X006,P.S. 006 West Farms,Bronx,12,88.5%
12X044,P.S. 044 David C. Farragut,Bronx,12,89.4%
12X047,P.S. 047 John Randolph,Bronx,12,92.8%
12X057,P.S. 057 Crescent,Bronx,12,88.9%
12X061,P.S. 061 Francisco Oller,Bronx,12,91.8%
12X066,P.S. 066 School of Higher Expectations,Bronx,12,89.8%
12X067,P.S. 067 Mohegan School,Bronx,12,89.0%
12X092,P.S. 092 Adrian Hegeman,Bronx,12,100.0%
12X098,J.H.S. 098 Herman Ridder,Bronx,12,85.2%
12X129,M.S. 129 Academy for Independent Learning and Lead,Bronx,12,91.5%
12X134,P.S. 134 George F. Bristow,Bronx,12,88.9%
12X150,P.S. 150 Charles James Fox,Bronx,12,90.2%
12X190,E.S.M.T- I.S. 190,Bronx,12,91.2%
12X195,P.S. 195,Bronx,12,91.4%
12X196,P.S. 196,Bronx,12,93.0%
12X211,P.S. 211,Bronx,12,95.1%
12X212,P.S. 212,Bronx,12,90.2%
12X214,P.S. 214,Bronx,12,89.6%
12X217,School of Performing Arts,Bronx,12,90.3%
12X242,Mott Hall V,Bronx,12,91.0%
12X248,"Metropolitan High School, The",Bronx,12,77.6%
12X251,Explorations Academy H.S.,Bronx,12,81.9%
12X267,Bronx Latin,Bronx,12,90.2%
12X271,East Bronx Academy for the Future,Bronx,12,85.9%
12X273,Frederick Douglass Academy V. Middle School,Bronx,12,89.2%
12X286,Fannie Lou Hamer Middle School,Bronx,12,92.1%
12X300,The School of Science and Applied Learning,Bronx,12,90.4%
12X314,Fairmont Neighborhood School,Bronx,12,91.1%
12X316,Kappa III,Bronx,12,92.6%
12X318,"I.S. X318 Math, Science & Technology Through Arts",Bronx,12,90.1%
12X321,P.S. 321 William Penn,Bronx,12,100.0%
12X341,Accion Academy,Bronx,12,90.9%
12X383,Emolior Academy,Bronx,12,88.9%
12X388,Pan American International High School at Monroe,Bronx,12,87.5%
12X446,Arturo A. Schomburg Satellite Academy Bronx,Bronx,12,72.2%
12X458,Samara Community School,Bronx,12,94.0%
12X463,Urban Scholars Community School,Bronx,12,92.9%
12X478,The Cinema School,Bronx,12,89.1%
12X479,Bronx Career and College Preparatory High School,Bronx,12,80.7%
12X480,Bronx Regional High School,Bronx,12,61.3%
12X511,Bronx Envision Academy,Bronx,12,84.9%
12X521,The Metropolitan Soundview High School,Bronx,12,81.8%
12X531,Archer Elementary School,Bronx,12,89.8%
12X536,P.S. 536,Bronx,12,91.2%
12X550,High School of World Cultures,Bronx,12,85.5%
12X595,P.S. 595,Bronx,12,86.2%
12X682,Fannie Lou Hamer Freedom High School,Bronx,12,79.2%
12X684,Wings Academy,Bronx,12,78.0%
12X691,Bronx Little School,Bronx,12,92.8%
13K003,P.S. 003 The Bedford Village,Brooklyn,13,89.3%
13K008,P.S. 008 Robert Fulton,Brooklyn,13,95.0%
13K009,P.S. 009 Teunis G. Bergen,Brooklyn,13,94.3%
13K011,P.S. 011 Purvis J. Behan,Brooklyn,13,94.5%
13K020,P.S. 020 Clinton Hill,Brooklyn,13,91.7%
13K044,P.S. 044 Marcus Garvey,Brooklyn,13,87.6%
13K046,P.S. 046 Edward C. Blum,Brooklyn,13,87.0%
13K054,P.S. 054 Samuel C. Barnes,Brooklyn,13,88.8%
13K056,P.S. 056 Lewis H. Latimer,Brooklyn,13,91.4%
13K067,P.S. 067 Charles A. Dorsey,Brooklyn,13,90.4%
13K093,P.S. 093 William H. Prescott,Brooklyn,13,86.0%
13K113,M.S. 113 Ronald Edmonds Learning Center,Brooklyn,13,91.6%
13K133,P.S. 133 William A. Butler,Brooklyn,13,93.8%
13K256,P.S. 256 Benjamin Banneker,Brooklyn,13,87.8%
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Brooklyn,13,81.4%
13K266,M.S. K266 - Park Place Community Middle School,Brooklyn,13,91.6%
13K270,P.S. 270 Johann DeKalb,Brooklyn,13,88.4%
13K282,P.S. 282 Park Slope,Brooklyn,13,91.6%
13K287,P.S. 287 Bailey K. Ashford,Brooklyn,13,88.3%
13K301,Satellite East Middle School,Brooklyn,13,88.9%
13K305,P.S. 305 Dr. Peter Ray,Brooklyn,13,87.5%
13K307,P.S. 307 Daniel Hale Williams,Brooklyn,13,90.1%
13K313,Dock Street School for STEAM Studies,Brooklyn,13,93.3%
13K350,Urban Assembly School for Music and Art,Brooklyn,13,81.0%
13K351,The Urban Assembly Unison School,Brooklyn,13,90.3%
13K412,Brooklyn Community Arts & Media High School (BCAM),Brooklyn,13,84.3%
13K419,"Science Skills Center High School for Science, Tec",Brooklyn,13,91.4%
13K430,Brooklyn Technical High School,Brooklyn,13,95.7%
13K439,Brooklyn International High School,Brooklyn,13,90.6%
13K483,The Urban Assembly School for Law and Justice,Brooklyn,13,88.7%
13K492,Academy of Arts and Letters,Brooklyn,13,95.8%
13K499,ACORN Community High School,Brooklyn,13,69.8%
13K527,Urban Assembly Institute of Math and Science for Y,Brooklyn,13,87.8%
13K553,Brooklyn Academy High School,Brooklyn,13,59.3%
13K594,Gotham Professional Arts Academy,Brooklyn,13,80.5%
13K595,Bedford Academy High School,Brooklyn,13,92.1%
13K605,George Westinghouse Career and Technical Education,Brooklyn,13,88.6%
13K616,Brooklyn High School for Leadership and Community,Brooklyn,13,46.5%
13K670,Benjamin Banneker Academy,Brooklyn,13,89.2%
13K674,"City Polytechnic High School of Engineering, Archi",Brooklyn,13,91.1%
13K691,Fort Greene Preparatory Academy,Brooklyn,13,87.0%
14K016,P.S. 016 Leonard Dunkly,Brooklyn,14,90.2%
14K017,P.S. 017 Henry D. Woodworth,Brooklyn,14,90.9%
14K018,P.S. 018 Edward Bush,Brooklyn,14,89.8%
14K023,P.S. 023 Carter G. Woodson,Brooklyn,14,87.5%
14K031,P.S. 031 Samuel F. Dupont,Brooklyn,14,93.7%
14K034,P.S. 034 Oliver H. Perry,Brooklyn,14,94.2%
14K050,J.H.S. 050 John D. Wells,Brooklyn,14,92.2%
14K059,P.S. 059 William Floyd,Brooklyn,14,88.4%
14K071,Juan Morel Campos Secondary School,Brooklyn,14,88.0%
14K084,P.S. 084 Jose De Diego,Brooklyn,14,92.7%
14K110,P.S. 110 The Monitor,Brooklyn,14,94.5%
14K120,P.S. 120 Carlos Tapia,Brooklyn,14,91.4%
14K126,John Ericsson Middle School 126,Brooklyn,14,91.1%
14K132,P.S. 132 The Conselyea School,Brooklyn,14,93.6%
14K147,P.S. 147 Isaac Remsen,Brooklyn,14,90.2%
14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,Brooklyn,14,91.4%
14K196,P.S. 196 Ten Eyck,Brooklyn,14,91.1%
14K250,P.S. 250 George H. Lindsay,Brooklyn,14,91.9%
14K257,P.S. 257 John F. Hylan,Brooklyn,14,92.2%
14K297,P.S. 297 Abraham Stockton,Brooklyn,14,89.2%
14K318,I.S. 318 Eugenio Maria De Hostos,Brooklyn,14,94.6%
14K319,P.S. 319,Brooklyn,14,91.7%
14K380,P.S. 380 John Wayne Elementary,Brooklyn,14,92.7%
14K414,Brooklyn Arbor Elementary School,Brooklyn,14,94.3%
14K449,"Brooklyn Latin School, The",Brooklyn,14,93.9%
14K454,The Williamsburg High School of Art and Technology,Brooklyn,14,85.2%
14K474,PROGRESS High School for Professional Careers,Brooklyn,14,78.4%
14K477,East Williamsburg Scholars Academy,Brooklyn,14,73.0%
14K478,"The High School for Enterprise, Business and Techn",Brooklyn,14,85.2%
14K488,Brooklyn Preparatory High School,Brooklyn,14,84.4%
14K558,Williamsburg High School for Architecture and Desi,Brooklyn,14,92.5%
14K561,Williamsburg Preparatory School,Brooklyn,14,90.7%
14K577,Conselyea Preparatory School,Brooklyn,14,95.3%
14K582,M.S. 582,Brooklyn,14,91.0%
14K586,Lyons Community School,Brooklyn,14,82.3%
14K610,Automotive High School,Brooklyn,14,83.6%
14K614,Young Women's Leadership School of Brooklyn,Brooklyn,14,88.7%
14K685,El Puente Academy for Peace and Justice,Brooklyn,14,82.2%
15K001,P.S. 001 The Bergen,Brooklyn,15,94.4%
15K010,"Magnet School of Math, Science and Design Technolo",Brooklyn,15,95.3%
15K015,P.S. 015 Patrick F. Daly,Brooklyn,15,91.4%
15K024,P.S. 024,Brooklyn,15,93.9%
15K029,P.S. 029 John M. Harrigan,Brooklyn,15,96.2%
15K032,P.S. 032 Samuel Mills Sprole,Brooklyn,15,93.7%
15K038,P.S. 038 The Pacific,Brooklyn,15,91.5%
15K039,P.S. 039 Henry Bristow,Brooklyn,15,96.1%
15K051,M.S. 51 William Alexander,Brooklyn,15,97.1%
15K058,P.S. 058 The Carroll,Brooklyn,15,96.0%
15K088,J.H.S. 088 Peter Rouget,Brooklyn,15,93.4%
15K094,P.S. 094 The Henry Longfellow,Brooklyn,15,97.0%
15K107,P.S. 107 John W. Kimball,Brooklyn,15,95.5%
15K118,The Maurice Sendak Community School,Brooklyn,15,94.9%
15K124,P.S. 124 Silas B. Dutcher,Brooklyn,15,93.1%
15K130,P.S. 130 The Parkside,Brooklyn,15,94.8%
15K131,P.S. 131 Brooklyn,Brooklyn,15,95.0%
28Q206,P.S. 206 The Horace Harding School,Queens,28,93.7%
15K136,I.S. 136 Charles O. Dewey,Brooklyn,15,94.0%
15K146,"The Brooklyn New School, P.S. 146",Brooklyn,15,94.2%
15K154,The Windsor Terrace School,Brooklyn,15,96.3%
15K169,P.S. 169 Sunset Park,Brooklyn,15,96.1%
15K172,P.S. 172 Beacon School of Excellence,Brooklyn,15,94.8%
15K230,P.S. 230 Doris L. Cohen,Brooklyn,15,94.6%
15K261,P.S. 261 Philip Livingston,Brooklyn,15,93.9%
15K295,P.S. 295,Brooklyn,15,94.6%
15K321,P.S. 321 William Penn,Brooklyn,15,96.1%
15K418,The Children's School,Brooklyn,15,95.6%
15K423,Brooklyn Frontiers High School,Brooklyn,15,73.0%
15K429,Digital Arts and Cinema Technology High School,Brooklyn,15,91.0%
15K442,M.S. 442 Carroll Gardens School for Innovation,Brooklyn,15,95.0%
15K443,New Voices School of Academic & Creative Arts,Brooklyn,15,95.4%
15K447,The Math & Science Exploratory School,Brooklyn,15,96.6%
15K448,Brooklyn Collaborative Studies,Brooklyn,15,87.9%
15K462,John Jay School for Law,Brooklyn,15,84.5%
15K463,Secondary School for Journalism,Brooklyn,15,82.0%
15K464,Park Slope Collegiate,Brooklyn,15,88.1%
15K497,The Boerum Hill School for International Studies,Brooklyn,15,89.6%
15K516,Sunset Park Avenues Elementary School,Brooklyn,15,94.6%
15K519,Cobble Hill School of American Studies,Brooklyn,15,80.6%
15K529,West Brooklyn Community High School,Brooklyn,15,58.0%
15K592,Khalil Gibran International Academy,Brooklyn,15,82.6%
15K656,Brooklyn High School of the Arts,Brooklyn,15,89.3%
15K667,Sunset Park High School,Brooklyn,15,85.3%
15K676,Red Hook Neighborhood School,Brooklyn,15,85.8%
15K684,Millennium Brooklyn HS,Brooklyn,15,96.0%
15K698,South Brooklyn Community High School,Brooklyn,15,55.4%
15K821,Sunset Park Prep,Brooklyn,15,95.5%
15K839,M.S. 839,Brooklyn,15,95.2%
15K896,The School of Creativity and Innovation,Brooklyn,15,92.5%
16K005,P.S. 005 Dr. Ronald Mcnair,Brooklyn,16,86.5%
16K021,P.S. 021 Crispus Attucks,Brooklyn,16,90.6%
16K025,P.S. 025 Eubie Blake School,Brooklyn,16,86.0%
16K026,P.S. 026 Jesse Owens,Brooklyn,16,88.7%
16K028,P.S. 028 The Warren Prep Academy,Brooklyn,16,88.5%
16K035,M.S. 035 Stephen Decatur,Brooklyn,16,90.8%
16K040,P.S. 040 George W. Carver,Brooklyn,16,89.9%
16K057,J.H.S. 057 Whitelaw Reid,Brooklyn,16,88.3%
16K081,P.S. 081 Thaddeus Stevens,Brooklyn,16,86.9%
16K243,P.S. 243K- The Weeksville School,Brooklyn,16,88.7%
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,Brooklyn,16,89.3%
16K267,"M.S. 267 Math, Science & Technology",Brooklyn,16,87.2%
16K308,P.S. 308 Clara Cardwell,Brooklyn,16,87.8%
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,Brooklyn,16,90.4%
16K335,P.S. 335 Granville T. Woods,Brooklyn,16,90.0%
16K455,Boys and Girls High School,Brooklyn,16,81.6%
16K498,Brooklyn High School for Law and Technology,Brooklyn,16,81.1%
16K627,Brighter Choice Community School,Brooklyn,16,90.3%
16K628,Brooklyn Brownstone School,Brooklyn,16,93.7%
16K669,Research and Service High School,Brooklyn,16,52.0%
16K681,Madiba Prep Middle School,Brooklyn,16,91.4%
16K688,The Brooklyn Academy of Global Finance,Brooklyn,16,84.5%
16K765,Nelson Mandela High School,Brooklyn,16,73.2%
16K898,The Brooklyn Green School,Brooklyn,16,94.5%
17K002,Parkside Preparatory Academy,Brooklyn,17,94.0%
17K006,Norma Adams Clemons Academy,Brooklyn,17,91.9%
17K012,Dr. Jacqueline Peek-Davis School,Brooklyn,17,88.8%
17K061,M.S. 061 Dr. Gladstone H. Atwell,Brooklyn,17,90.4%
17K091,P.S. 091 The Albany Avenue School,Brooklyn,17,91.5%
17K092,P.S. 092 Adrian Hegeman,Brooklyn,17,89.0%
17K122,Pathways in Technology Early College High School (,Brooklyn,17,91.4%
17K138,P.S. 138 Brooklyn,Brooklyn,17,90.8%
17K161,P.S. 161 The Crown,Brooklyn,17,91.2%
17K181,P.S. 181 Brooklyn,Brooklyn,17,91.0%
17K189,P.S. 189 The Bilingual Center,Brooklyn,17,93.1%
17K191,P.S. 191 Paul Robeson,Brooklyn,17,88.3%
17K221,P.S. 221 Toussaint L'Ouverture,Brooklyn,17,90.1%
17K241,P.S. 241 Emma L. Johnston,Brooklyn,17,92.7%
17K246,M.S. 246 Walt Whitman,Brooklyn,17,90.7%
17K249,P.S. 249 The Caton,Brooklyn,17,94.7%
17K289,P.S. 289 George V. Brower,Brooklyn,17,86.8%
17K316,P.S. 316 Elijah Stroud,Brooklyn,17,94.0%
17K340,I.S. 340,Brooklyn,17,92.2%
17K352,Ebbets Field Middle School,Brooklyn,17,91.9%
17K353,Elijah Stroud Middle School,Brooklyn,17,91.0%
17K354,The School of Integrated Learning,Brooklyn,17,92.7%
17K375,P.S. 375 Jackie Robinson School,Brooklyn,17,91.2%
17K382,Academy for College Preparation and Career Explora,Brooklyn,17,87.8%
17K394,M.S. K394,Brooklyn,17,90.3%
17K397,P.S. 397 Foster-Laurie,Brooklyn,17,92.7%
17K398,P.S. 398 Walter Weaver,Brooklyn,17,89.9%
17K399,P.S. 399 Stanley Eugene Clark,Brooklyn,17,89.7%
17K408,Academy of Hospitality and Tourism,Brooklyn,17,83.8%
17K484,Ronald Edmonds Learning Center II,Brooklyn,17,91.5%
17K524,International High School at Prospect Heights,Brooklyn,17,87.8%
17K528,The High School for Global Citizenship,Brooklyn,17,86.7%
17K531,"School for Human Rights, The",Brooklyn,17,89.8%
17K532,New Bridges Elementary,Brooklyn,17,92.9%
17K537,High School for Youth and Community Development at,Brooklyn,17,86.1%
17K539,High School for Service & Learning at Erasmus,Brooklyn,17,83.8%
17K543,"Science, Technology and Research Early College Hig",Brooklyn,17,96.5%
17K546,High School for Public Service: Heroes of Tomorrow,Brooklyn,17,92.4%
17K547,Brooklyn Academy of Science and the Environment,Brooklyn,17,90.5%
17K548,Brooklyn School for Music & Theatre,Brooklyn,17,83.8%
17K568,Brownsville Academy High School,Brooklyn,17,63.5%
17K590,Medgar Evers College Preparatory School,Brooklyn,17,95.1%
17K600,Clara Barton High School,Brooklyn,17,87.2%
17K646,Aspirations Diploma Plus High School,Brooklyn,17,49.8%
17K705,Brooklyn Arts and Science Elementary School,Brooklyn,17,93.4%
17K722,New Heights Middle School,Brooklyn,17,93.4%
17K745,Brooklyn Institute for Liberal Arts,Brooklyn,17,91.3%
17K751,Academy for Health Careers,Brooklyn,17,86.5%
17K770,P.S. 770 New American Academy,Brooklyn,17,93.1%
18K066,P.S. 66,Brooklyn,18,93.7%
18K068,I.S. 068 Isaac Bildersee,Brooklyn,18,91.4%
18K114,P.S. 114 Ryder Elementary,Brooklyn,18,90.3%
18K115,P.S. 115 Daniel Mucatel School,Brooklyn,18,93.5%
18K135,P.S. 135 Sheldon A. Brookner,Brooklyn,18,92.9%
18K208,P.S. 208 Elsa Ebeling,Brooklyn,18,91.7%
18K211,I.S. 211 John Wilson,Brooklyn,18,91.0%
18K219,P.S. 219 Kennedy-King,Brooklyn,18,91.0%
18K233,P.S. 233 Langston Hughes,Brooklyn,18,90.5%
18K235,P.S. 235 Janice Marie Knight School,Brooklyn,18,95.2%
18K244,P.S. 244 Richard R. Green,Brooklyn,18,89.8%
18K268,P.S. 268 Emma Lazarus,Brooklyn,18,91.5%
18K272,P.S. 272 Curtis Estabrook,Brooklyn,18,89.0%
18K276,P.S. 276 Louis Marshall,Brooklyn,18,92.6%
18K279,P.S. 279 Herman Schreiber,Brooklyn,18,92.2%
18K285,I.S. 285 Meyer Levin,Brooklyn,18,89.6%
18K366,The Science And Medicine Middle School,Brooklyn,18,92.9%
18K563,It Takes a Village Academy,Brooklyn,18,90.2%
18K566,Brooklyn Generation School,Brooklyn,18,90.2%
18K567,Brooklyn Theatre Arts High School,Brooklyn,18,81.1%
18K569,Kurt Hahn Expeditionary Learning School,Brooklyn,18,87.0%
18K576,Victory Collegiate High School,Brooklyn,18,85.8%
18K578,Brooklyn Bridge Academy,Brooklyn,18,62.2%
18K581,East Flatbush Community Research School,Brooklyn,18,92.3%
18K588,Middle School for Art and Philosophy,Brooklyn,18,92.5%
18K617,High School for Innovation in Advertising and Medi,Brooklyn,18,83.0%
18K629,Cultural Academy for the Arts and Sciences,Brooklyn,18,85.5%
18K633,High School for Medical Professions,Brooklyn,18,89.7%
18K635,Olympus Academy,Brooklyn,18,62.8%
18K637,Academy for Conservation and the Environment,Brooklyn,18,86.0%
18K642,Urban Action Academy,Brooklyn,18,78.4%
18K673,East Brooklyn Community High School,Brooklyn,18,72.1%
18K763,Brooklyn Science and Engineering Academy,Brooklyn,18,95.0%
19K007,P.S. 007 Abraham Lincoln,Brooklyn,19,92.5%
19K013,P.S. 013 Roberto Clemente,Brooklyn,19,88.6%
19K065,P.S. 065,Brooklyn,19,92.3%
19K089,P.S. 089 Cypress Hills,Brooklyn,19,94.7%
19K108,P.S. 108 Sal Abbracciamento,Brooklyn,19,92.8%
19K149,P.S. 149 Danny Kaye,Brooklyn,19,89.8%
19K158,P.S. 158 Warwick,Brooklyn,19,90.0%
19K159,P.S. 159 Isaac Pitkin,Brooklyn,19,91.0%
19K171,I.S. 171 Abraham Lincoln,Brooklyn,19,93.0%
19K190,P.S. 190 Sheffield,Brooklyn,19,86.9%
19K202,P.S. 202 Ernest S. Jenkyns,Brooklyn,19,87.3%
19K213,P.S. 213 New Lots,Brooklyn,19,86.9%
19K214,P.S. 214 Michael Friedsam,Brooklyn,19,90.2%
19K218,J.H.S. 218 James P. Sinnott,Brooklyn,19,88.7%
19K224,P.S. 224 Hale A. Woodruff,Brooklyn,19,86.6%
19K273,P.S. 273 Wortman,Brooklyn,19,88.3%
